participant,condition,voxel_id,BOLD
2,1,2,0.3148089909079687
3,0,2,0.9753450937279861
3,1,2,0.5713741017036135
4,0,2,0.34891498383251995
4,1,2,0.3135210690086274
5,0,2,0.4531283840490715
5,1,2,0.2704712715969043
6,0,2,0.2031375245305529
6,1,2,0.29705917955012573
7,0,2,0.47812862040969706
7,1,2,0.34706815280851133
8,0,2,0.7886376871817594
8,1,2,0.44018722187736625
9,0,2,0.3395733310890817
9,1,2,0.5124640528208758
10,0,2,0.45726791394076416
10,1,2,0.2833590416527674
11,0,2,0.5920699300711918
11,1,2,0.18239687454434836
12,0,2,0.2667977220669428
12,1,2,0.029749538735413555
13,0,2,0.7469164347511752
13,1,2,0.7015228167562242
14,0,2,0.6359933196657858
14,1,2,0.1285729423060959
15,0,2,0.5543509342685445
15,1,2,0.5876515231732595
16,0,2,0.45930681661679584
16,1,2,0.3144186079592217
17,0,2,0.795031735276025
17,1,2,0.408663767625729
18,0,2,0.4998276224116948
18,1,2,0.2921159297854582
19,0,2,0.5071217504352488
19,1,2,0.26527953553264666
20,0,2,0.7108754827637327
20,1,2,0.35381159620256486
21,0,2,0.4181358764676241
21,1,2,0.5509452150790546
22,0,2,0.5281969846447587
22,1,2,0.47951946827904907
23,0,2,0.5394451240782804
23,1,2,0.08356183647348847
24,0,2,0.7696773695505394
24,1,2,0.031243509855401586
25,0,2,0.6473969005047142
25,1,2,0.7029425497220843
26,0,2,0.6894136489134497
26,1,2,0.3649866446319685
27,0,2,0.20758507385905622
27,1,2,0.6487463772438389
28,0,2,0.8276546767473343
28,1,2,0.3305810919248928
29,0,2,0.312791553769317
29,1,2,0.4410450890555051
0,0,3,0.44271157074498224
0,1,3,-0.20545781997691098
1,0,3,0.3082839511662722
1,1,3,0.10677971298348363
2,0,3,0.5063208364986577
2,1,3,0.48259808927841447
3,0,3,0.5381876522213853
3,1,3,0.377264715402222
4,0,3,0.3599063170305773
4,1,3,0.3278867942602479
5,0,3,0.38384779795763585
5,1,3,0.14039428519604072
6,0,3,0.08856068185127058
6,1,3,0.03695228695958899
7,0,3,0.9323249203534751
7,1,3,0.41247526184102623
8,0,3,0.22319472474409385
8,1,3,0.36897345416715555
9,0,3,0.8324720997518678
9,1,3,0.4973775520150142
10,0,3,0.05696974241274699
10,1,3,0.10123171920719315
11,0,3,0.4555859325317956
11,1,3,0.43417690147697596
12,0,3,0.40098555705700306
12,1,3,0.09753340520790536
13,0,3,0.6489697175510614
13,1,3,0.6455350516781568
14,0,3,0.23009419106063134
14,1,3,-0.1328608941390223
15,0,3,0.6976164633249348
15,1,3,0.09170975639207418
16,0,3,0.4608432330255815
16,1,3,0.3735658874950132
17,0,3,0.024775315838791834
17,1,3,-0.3492809222398528
18,0,3,0.22552149825859735
18,1,3,0.36735974081137013
19,0,3,0.9232610789797816
19,1,3,-0.011525738249889006
20,0,3,0.20392837324757213
20,1,3,0.3599480215383192
21,0,3,0.2270155636377003
21,1,3,0.3331585124197563
22,0,3,0.6084993052908414
22,1,3,0.4031980082899957
23,0,3,0.1673721297243871
23,1,3,0.46466006487899836
24,0,3,0.6595080995923615
24,1,3,-0.011435425849796482
25,0,3,0.35134728835337214
25,1,3,0.5975217153947399
26,0,3,0.7298297891702193
26,1,3,0.24923321619352
27,0,3,0.7109447907785978
27,1,3,0.18892410098232987
28,0,3,0.7246929219464449
28,1,3,0.35962479110771806
29,0,3,0.6552708106628203
29,1,3,0.35149262042765617
0,0,4,0.14750981957839499
0,1,4,0.524701393537093
1,0,4,0.6077645248777533
1,1,4,0.6397987719932781
2,0,4,1.170339070387434
2,1,4,0.5215914892211981
3,0,4,0.5508722638673955
3,1,4,0.7740859158289662
4,0,4,-0.1646004036652987
4,1,4,-0.07180687331298646
5,0,4,0.0787204389291894
5,1,4,-0.09210418001990231
6,0,4,0.3491339218849645
6,1,4,-0.05345372625327735
7,0,4,0.5270933489849989
7,1,4,0.4061723413396786
8,0,4,0.5614329573483063
8,1,4,-0.1470967159335369
9,0,4,-0.16633485034075524
9,1,4,-0.31384345172291356
10,0,4,-0.1960955264496217
10,1,4,-0.17178670142808647
11,0,4,-0.024967181280784845
11,1,4,0.12618893209002924
12,0,4,0.1390138868873646
12,1,4,-0.057002197870822516
13,0,4,0.925965821960725
13,1,4,0.20109298051019664
14,0,4,0.8057696370525287
14,1,4,0.07172879403469276
15,0,4,0.3707926861080873
15,1,4,0.6252890656688236
16,0,4,0.8485430478177846
16,1,4,0.3630473781452312
17,0,4,0.2480807539275625
17,1,4,0.1003245792926904
18,0,4,0.7065653950982195
18,1,4,0.2550806137308802
19,0,4,0.5928437461493031
19,1,4,-0.11062405294868527
20,0,4,0.4130480079375419
20,1,4,0.2258816952836412
21,0,4,0.7458372517984164
21,1,4,0.43084624589881415
22,0,4,0.7040273778773584
22,1,4,0.5684281346026953
23,0,4,0.4041775104902626
23,1,4,0.21950142550789536
24,0,4,0.40525250272392255
24,1,4,0.25093757093596325
25,0,4,0.4170557558949448
25,1,4,0.651343751826425
26,0,4,0.544744232732905
26,1,4,-0.25017641755446596
27,0,4,0.25797469514386656
27,1,4,0.5396509347770593
28,0,4,0.22911249107686849
28,1,4,0.4718916639473094
29,0,4,0.6590645521550469
29,1,4,0.8359052656489772
0,0,5,0.38912461898315803
0,1,5,0.21009389113937144
1,0,5,0.6472223215988373
1,1,5,-0.05644925047335991
2,0,5,0.4203677914068361
2,1,5,0.2224603257144637
3,0,5,0.7232081618452274
3,1,5,0.45683081218487714
4,0,5,-0.23300064006392468
4,1,5,0.5370871510867572
5,0,5,0.09988864194047853
5,1,5,0.3882629505555609
6,0,5,0.9435658904706451
6,1,5,0.6321067973264864
7,0,5,0.9357305389826833
7,1,5,0.2080496920132756
8,0,5,0.2786373107287903
8,1,5,0.7775185371893203
9,0,5,0.41112641852890375
9,1,5,0.7245065179762772
10,0,5,0.6404740020716674
10,1,5,0.7061933588849292
11,0,5,0.35645078926371876
11,1,5,0.5667893348003412
12,0,5,0.709934738234975
12,1,5,0.4339641806776908
13,0,5,1.0963665861840304
13,1,5,0.5592318160437939
14,0,5,0.41113076331868786
14,1,5,0.1773381776292323
15,0,5,0.6892084250006976
15,1,5,0.44557142181432086
16,0,5,0.6492218082722645
16,1,5,0.05533347756320847
17,0,5,0.5471077913721958
17,1,5,0.31978404109780145
18,0,5,0.7093576092339205
18,1,5,0.8650717218780777
19,0,5,0.41627594939149015
19,1,5,0.021832396633142404
20,0,5,0.16330402040595643
20,1,5,0.14843021475797666
21,0,5,0.6437529238811341
21,1,5,0.5197111756240373
22,0,5,0.9693585321036493
22,1,5,0.6121516160043701
23,0,5,0.5253718538193166
23,1,5,-0.2680181003800103
24,0,5,0.49998853888208716
24,1,5,-0.2904505656030744
25,0,5,0.7365522278762318
25,1,5,0.4510753287162933
26,0,5,0.5598011733830627
26,1,5,0.49489395202078135
27,0,5,0.5158187832752473
27,1,5,0.3349315858414966
28,0,5,0.8459621275016497
28,1,5,0.17641938215638986
29,0,5,0.4569059660704972
29,1,5,0.8218743700317932
0,0,6,0.4435323515269962
0,1,6,0.5124209791395943
1,0,6,1.0145672714781053
1,1,6,0.13816580628213143
2,0,6,0.41735546402769846
2,1,6,0.8560315239184422
3,0,6,0.7911964512567069
3,1,6,1.3058337143238092
4,0,6,0.7186370817112111
4,1,6,0.09440051106850361
5,0,6,0.3257952883952554
5,1,6,0.3399974102065663
6,0,6,0.3891655351534581
6,1,6,0.0009059741011595013
7,0,6,0.9130259089606881
7,1,6,0.7976481199345339
8,0,6,0.8488073528565374
8,1,6,0.7719054147103925
9,0,6,0.8135199461007093
9,1,6,0.5264371415663531
10,0,6,0.2888515864224046
10,1,6,0.31876841934272404
11,0,6,0.47563913890444565
11,1,6,-0.17651207047278183
12,0,6,0.7330217333242197
12,1,6,0.4619435416491866
13,0,6,1.017267072655035
13,1,6,0.6358396165113296
14,0,6,-0.01853138765270823
14,1,6,0.5225062686373136
15,0,6,0.3090700675580608
15,1,6,0.3350794058715563
16,0,6,1.1107244111574843
16,1,6,0.2141875401482241
17,0,6,0.8145400235160755
17,1,6,0.42202863609632557
18,0,6,0.8609688357041638
18,1,6,0.5356625682536182
19,0,6,0.3559435178693357
19,1,6,0.3630059701442256
20,0,6,0.8097413749796805
20,1,6,0.7207900501458961
21,0,6,0.42990439624054616
21,1,6,0.57599247297244
22,0,6,0.5402564085419439
22,1,6,0.720089983198225
23,0,6,0.24502546868818442
23,1,6,0.18524696696343962
24,0,6,0.701775409533077
24,1,6,0.29644851949581186
25,0,6,0.4489644585588201
25,1,6,0.8932344644824918
26,0,6,0.9749525003815214
26,1,6,0.7940481773189629
27,0,6,0.8885333432796065
27,1,6,0.3414392616165659
28,0,6,0.5509683644985578
28,1,6,1.0681981488120424
29,0,6,0.785466963273855
29,1,6,0.39889377975197343
0,0,7,0.2676225041957041
0,1,7,0.17931603644817298
1,0,7,0.7208618175620665
1,1,7,-0.027713633397956572
2,0,7,0.4733900781481381
2,1,7,0.5057985687789939
3,0,7,1.0365109324783819
3,1,7,0.577617169038213
4,0,7,0.6453894696622186
4,1,7,0.025046807851738517
5,0,7,0.5563709874731797
5,1,7,0.30970726843845164
6,0,7,0.13509146285449342
6,1,7,-0.18478426974115625
7,0,7,0.7528252530085471
7,1,7,0.3538173946912727
8,0,7,0.6148681859569649
8,1,7,0.5145382272430299
9,0,7,0.2073845316564571
9,1,7,0.7521915531009347
10,0,7,-0.08771137201354429
10,1,7,-0.14148712968987787
11,0,7,0.011986875100225891
11,1,7,0.3061669450413058
12,0,7,0.4443362006351767
12,1,7,0.6823057054372872
13,0,7,0.5989407357883525
13,1,7,0.3938678425292601
14,0,7,1.1283198535955727
14,1,7,0.5141724997706031
15,0,7,0.32175701144215324
15,1,7,0.2123434627251479
16,0,7,0.10985538971684289
16,1,7,0.5185597797326073
17,0,7,0.5753930956711659
17,1,7,0.3996305941436383
18,0,7,0.6856734331499019
18,1,7,0.3608663562986826
19,0,7,0.3692830122991173
19,1,7,0.47515634861458284
20,0,7,0.7405252090252883
20,1,7,0.7496896870964852
21,0,7,0.40164994790961545
21,1,7,0.4099446084459881
22,0,7,0.8632910656634745
22,1,7,0.5866249764364991
23,0,7,0.02806579343992055
23,1,7,0.1999680682422386
24,0,7,0.6516315712897927
24,1,7,-0.051228073910149496
25,0,7,0.32893282144940117
25,1,7,-0.07352121317635452
26,0,7,0.6435912363669319
26,1,7,-0.08483288883026574
27,0,7,0.5327892116696742
27,1,7,1.0249605982423846
28,0,7,0.49836136890795535
28,1,7,0.41822652730783305
29,0,7,0.1453198164638253
29,1,7,0.7343114868117763
0,0,8,0.06762777748009913
0,1,8,-0.4924603155463081
1,0,8,0.7751893231288318
1,1,8,-0.22228037909877096
2,0,8,1.5756207224895842
2,1,8,0.6645699791854379
3,0,8,0.0825042244514006
3,1,8,0.68892092718331
4,0,8,0.7141077371750901
4,1,8,0.2087322192670654
5,0,8,0.18844922651190055
5,1,8,1.0694112469776336
6,0,8,0.5332282303866246
6,1,8,0.21431749695091526
7,0,8,-0.07574469530351136
7,1,8,0.13849089980656554
8,0,8,0.38329970884237274
8,1,8,0.24523296725972904
9,0,8,-0.22628761558621335
9,1,8,-0.5567529139233591
10,0,8,0.12869851084445436
10,1,8,0.14560451564158614
11,0,8,0.5316455052923614
11,1,8,0.3605920885302982
12,0,8,0.6803195809705964
12,1,8,0.19750712491396988
13,0,8,1.3437203495045948
13,1,8,1.5196683236499564
14,0,8,0.7329612284722693
14,1,8,-0.038120888635478856
15,0,8,0.20240924389231313
15,1,8,0.3766481778152222
16,0,8,-0.2500359527209951
16,1,8,0.7082906902176189
17,0,8,1.1109865676195976
17,1,8,0.22428860636843218
18,0,8,0.06518535279956122
18,1,8,-0.4353988030492191
19,0,8,0.5387697882189478
19,1,8,0.04185173987484345
20,0,8,0.6170651660877156
20,1,8,0.11870437720390403
21,0,8,1.1657944535424383
21,1,8,0.49563819809607945
22,0,8,0.666374265692588
22,1,8,0.4262781820107066
23,0,8,0.42014046144272404
23,1,8,0.3285508526606029
24,0,8,0.7992922961255324
24,1,8,0.34611518538317326
25,0,8,1.6032304892334817
25,1,8,0.5352379880518837
26,0,8,0.9808358561702433
26,1,8,0.846036279675997
27,0,8,0.8109868065991583
27,1,8,0.8478873157807856
28,0,8,0.666826106007363
28,1,8,0.20016862748182446
29,0,8,0.08633880071016209
29,1,8,0.8262003164338524
0,0,9,0.5269716304174061
0,1,9,-0.6845302734425603
1,0,9,0.3586132823903124
1,1,9,0.5770136586187811
2,0,9,0.018033115648937725
2,1,9,-0.2835930403010373
3,0,9,0.5008662982683004
3,1,9,0.630485271048588
4,0,9,0.06852581851549787
4,1,9,0.07333814183762993
5,0,9,-0.1587472834549054
5,1,9,0.2089694810148245
6,0,9,0.012868466065696943
6,1,9,-0.15648562148515596
7,0,9,0.11881753014910634
7,1,9,-0.08856591952449316
8,0,9,0.20817287440696275
8,1,9,-0.06236596331590988
9,0,9,0.0988149732499228
9,1,9,-0.32477607544548837
10,0,9,-0.29116632526613806
10,1,9,-0.8406466100538397
11,0,9,0.30248215272484036
11,1,9,-0.03814302845473747
12,0,9,0.03945803371397019
12,1,9,0.5813362050269459
13,0,9,0.5897747732651311
13,1,9,0.5818766228453749
14,0,9,0.08140860303735431
14,1,9,-0.2943117683085727
15,0,9,-0.29462010114356163
15,1,9,0.5801020025214931
16,0,9,-0.0034313741868835235
16,1,9,-0.7175138567131066
17,0,9,-0.007232582850906555
17,1,9,0.480734208438901
18,0,9,0.3901572867875967
18,1,9,-0.6697042572034244
19,0,9,-0.07203500455387513
19,1,9,0.8049717876315782
20,0,9,-0.1290290135035672
20,1,9,0.22604957577801701
21,0,9,0.6173904090313359
21,1,9,0.08612922474848134
22,0,9,1.1712675895973188
22,1,9,0.5412249091889638
23,0,9,0.788411702709789
23,1,9,-0.1387647256154383
24,0,9,-1.4657604218680018
24,1,9,0.030528835773342033
25,0,9,0.28344028574582164
25,1,9,-0.2451816259206811
26,0,9,0.7417089519281058
26,1,9,0.19720795626601395
27,0,9,0.14256034322004196
27,1,9,0.2264243648145396
28,0,9,0.5386087196382718
28,1,9,0.3902002163933327
29,0,9,1.8271194856937436
29,1,9,0.7198939825646791
0,0,10,0.2180569427642527
0,1,10,-0.45551658456329935
1,0,10,0.6242116079810696
1,1,10,-0.34469907273011885
2,0,10,0.24680693988085053
2,1,10,0.11034832975231663
3,0,10,1.3136251795998526
3,1,10,0.1906044406175768
4,0,10,-0.5010323408032746
4,1,10,0.8028096639752773
5,0,10,0.7895790249339988
5,1,10,0.28832793131901846
6,0,10,0.07217164927386491
6,1,10,0.08541950150254274
7,0,10,0.9928455034803969
7,1,10,-0.2972787626754032
8,0,10,-0.026067353309235153
8,1,10,0.6578669258499155
9,0,10,-1.187947140860227
9,1,10,0.16284909468263248
10,0,10,0.5861249713779448
10,1,10,-0.4168850992615781
11,0,10,0.6135656737385446
11,1,10,0.9437507404578419
12,0,10,0.02021777076208292
12,1,10,0.5406926148775925
13,0,10,-0.004832505102810081
13,1,10,0.6319743867231834
14,0,10,0.7643046897414909
14,1,10,-0.08694070283975991
15,0,10,0.2738708128969744
15,1,10,-0.2069024697879986
16,0,10,-0.3080519905780965
16,1,10,0.34925553798498277
17,0,10,-1.073773098507041
17,1,10,-0.1687520321759758
18,0,10,0.578924375084522
18,1,10,0.5153964739066109
19,0,10,0.7507482106294185
19,1,10,0.19651351521552263
20,0,10,-0.3832132871163991
20,1,10,0.11982991809313975
21,0,10,-0.19817457044478948
21,1,10,0.286931354949301
22,0,10,0.686512542769302
22,1,10,0.5201068619100794
23,0,10,0.09379441605323213
23,1,10,-0.2851708171586159
24,0,10,0.5637252469628513
24,1,10,0.3433484652611618
25,0,10,0.88590164164144
25,1,10,0.19912566169394214
26,0,10,0.3799032498075193
26,1,10,0.6993999428775104
27,0,10,0.6608323221777732
27,1,10,-0.6690034666192415
28,0,10,-0.13039983391140242
28,1,10,0.045978955616032796
29,0,10,0.7607623493609252
29,1,10,-0.23515411994207294
0,0,11,0.34318460925179
0,1,11,0.2643130638232473
1,0,11,-0.37077156421064994
1,1,11,0.08113151937955816
2,0,11,1.132934252155282
2,1,11,1.53574498266742
3,0,11,1.2482166278043083
3,1,11,-0.06638619220758585
4,0,11,0.11129741132501045
4,1,11,0.3242138598328062
5,0,11,0.25118834046403765
5,1,11,0.22328662792346665
6,0,11,0.28404800383775114
6,1,11,-0.6791127333219863
7,0,11,1.3018748388790873
7,1,11,0.35175978161032495
8,0,11,-0.16848421204254027
8,1,11,0.7218365581578507
9,0,11,0.9687181700114079
9,1,11,0.2570094512764265
10,0,11,1.163058254933625
10,1,11,0.7163203834175225
11,0,11,0.0022924372058415188
11,1,11,-0.6428950671699069
12,0,11,0.42461233805146037
12,1,11,0.18266256662079974
13,0,11,0.038310617911096134
13,1,11,0.9381034768292276
14,0,11,0.7878498905277191
14,1,11,0.4456516854353699
15,0,11,-0.022395772298809014
15,1,11,0.07193026029758956
16,0,11,-0.5339959179981443
16,1,11,0.10622104787256047
17,0,11,0.9799826817239315
17,1,11,-0.019242650566101804
18,0,11,0.002742617145859383
18,1,11,-0.3429888182591062
19,0,11,0.6460092145156797
19,1,11,-0.13045568858038514
20,0,11,0.8397231961871502
20,1,11,0.5742778055424013
21,0,11,0.5226836806533179
21,1,11,0.04773985372061208
22,0,11,0.6184724368455303
22,1,11,0.12190076250840345
23,0,11,0.6006851646336775
23,1,11,1.3006598066152133
24,0,11,-0.3939714222768499
24,1,11,0.28228801826445354
25,0,11,0.8612241696896823
25,1,11,-0.11851781799778868
26,0,11,0.3718389059138378
26,1,11,-0.02929304605591951
27,0,11,1.207454483470758
27,1,11,-0.5783546027114739
28,0,11,0.2292785856826349
28,1,11,1.0602090292365516
29,0,11,0.8482573381739065
29,1,11,0.1915035361575406
0,0,12,-1.1201944518849003
0,1,12,0.6780451597646685
1,0,12,0.07797132602715606
1,1,12,-1.0611232359847014
2,0,12,0.22358267613369714
2,1,12,0.13893722501974487
3,0,12,-0.14228865252902956
3,1,12,0.9771593832085665
4,0,12,-0.1983693670090107
4,1,12,-0.4287323367445977
5,0,12,-0.12008335201954562
5,1,12,0.6269968010027631
6,0,12,0.21471298116718854
6,1,12,0.07778845886932956
7,0,12,0.5658420423796334
7,1,12,0.26368271888816897
8,0,12,1.1472752037630667
8,1,12,0.7416987170295952
9,0,12,-0.18456618973065303
9,1,12,-0.9150395595450188
10,0,12,-0.5150101622634183
10,1,12,1.0501225853195923
11,0,12,1.1044990428956085
11,1,12,0.09785639481021619
12,0,12,0.8764747188580609
12,1,12,0.04300677011045481
13,0,12,0.0479332928068652
13,1,12,0.17527263930914477
14,0,12,0.5158132361074009
14,1,12,0.6420402611248481
15,0,12,0.8969519518482012
15,1,12,-0.31423358522244405
16,0,12,0.4014611652069608
16,1,12,0.5640273997439298
17,0,12,1.0593726344878844
17,1,12,-0.6030468768209128
18,0,12,0.08304611396241102
18,1,12,0.5576629549622254
19,0,12,-0.1806594215056569
19,1,12,0.3443198270886546
20,0,12,-0.3796542839155513
20,1,12,-0.3389690972010968
21,0,12,0.9747723597723532
21,1,12,0.1526065683076526
22,0,12,0.7778924253232005
22,1,12,1.4066413248492378
23,0,12,0.3648896603582753
23,1,12,0.8550765461316736
24,0,12,0.9051180350197772
24,1,12,0.08967689647486082
25,0,12,0.5357150934220153
25,1,12,-0.6659990242057588
26,0,12,-0.408883023478634
26,1,12,0.09694159437341834
27,0,12,-0.40870369047793326
27,1,12,-0.050929575646863734
28,0,12,0.7515251300044397
28,1,12,0.6932995911892723
29,0,12,-0.10784541166997613
29,1,12,-0.4388394961314761
0,0,13,0.6225723804752104
0,1,13,0.09867071991507237
1,0,13,1.0577151763877277
1,1,13,-0.5311794441544506
2,0,13,0.5425772472572495
2,1,13,0.7681982274240795
3,0,13,0.8656826275682927
3,1,13,-0.2636247782832183
4,0,13,0.42459877329029905
4,1,13,0.45075072886798073
5,0,13,0.12117887300723643
5,1,13,-0.3332999339046773
6,0,13,2.4215218828669807
6,1,13,0.4748710634933283
7,0,13,0.7202868887994611
7,1,13,0.37819133359282997
8,0,13,0.3248734604204058
8,1,13,-0.01986002713832402
9,0,13,0.07012419338805503
9,1,13,0.3559952698319021
10,0,13,-0.3098082463981155
10,1,13,0.6795330537619773
11,0,13,1.598185528804232
11,1,13,1.4206798424102907
12,0,13,0.8097047085621323
12,1,13,-0.7605520384565392
13,0,13,0.38114037164985404
13,1,13,0.41709338338297475
14,0,13,0.992925217720935
14,1,13,0.794627131436406
15,0,13,0.2629566614077554
15,1,13,0.6626360172775443
16,0,13,-0.44554800627100694
16,1,13,0.7756913114499118
17,0,13,0.7780946619483908
17,1,13,0.7335305840695989
18,0,13,0.4335802465801655
18,1,13,-0.20507046876579466
19,0,13,0.5900429409809601
19,1,13,0.43137928062894526
20,0,13,0.11741472302618927
20,1,13,0.4399456482471056
21,0,13,0.631956498066103
21,1,13,-0.41660065259284634
22,0,13,0.24476941416834702
22,1,13,0.5762908390105894
23,0,13,1.2792121673069117
23,1,13,0.0362314239009557
24,0,13,-0.3038222674492367
24,1,13,1.076143743650038
25,0,13,0.473613701594399
25,1,13,0.36374554144236193
26,0,13,0.4227762542366971
26,1,13,1.3609047309828426
27,0,13,0.4649882755143246
27,1,13,0.3035300230394287
28,0,13,0.49560971485169164
28,1,13,-0.15397345833847487
29,0,13,0.8272697116950923
29,1,13,-0.3367454767489187
0,0,14,1.1803666281431542
0,1,14,0.16991497141470469
1,0,14,1.7474528080980143
1,1,14,1.2966802808871456
2,0,14,0.633530881056215
2,1,14,-0.22349670438847014
3,0,14,0.18549322710761207
3,1,14,0.6138099564923922
4,0,14,1.0770099720631174
4,1,14,0.24733804119568756
5,0,14,0.5184926425039216
5,1,14,0.02798665259420359
6,0,14,0.5019350249677085
6,1,14,-0.2620123871719291
7,0,14,0.20078578400602398
7,1,14,-0.0729538900545218
8,0,14,0.23349515934682763
8,1,14,-0.46515802810022644
9,0,14,-0.3785588522836383
9,1,14,-0.8121890759897062
10,0,14,0.5834295574430698
10,1,14,-0.5731279220451914
11,0,14,0.16953832476178127
11,1,14,-0.2703959002963423
12,0,14,0.33615293955120895
12,1,14,-0.16849960050651083
13,0,14,1.0435474970375331
13,1,14,0.12951826679612327
14,0,14,0.17663717714551996
14,1,14,-0.5213124924991841
15,0,14,0.729388280541895
15,1,14,0.32003877782087065
16,0,14,0.8244834113589399
16,1,14,0.6545314055995919
17,0,14,-0.10982495294823952
17,1,14,0.06329286981657367
18,0,14,1.992300072942502
18,1,14,1.1344082986449076
19,0,14,1.3609023790629844
19,1,14,-0.0022331905960703002
20,0,14,0.27659356672241425
20,1,14,-0.4638065616905451
21,0,14,0.8192649375489358
21,1,14,1.2034078051539154
22,0,14,0.8650295428702031
22,1,14,-0.12048751491202586
23,0,14,0.8263970347110998
23,1,14,-0.13989321425655946
24,0,14,0.5664316586121868
24,1,14,0.18829178846479672
25,0,14,0.7583756740008755
25,1,14,0.5746422129059274
26,0,14,-0.5369557010743204
26,1,14,0.052230691766394444
27,0,14,1.4874277999965555
27,1,14,1.154089983579692
28,0,14,1.0010955559003742
28,1,14,-0.39698067262412795
29,0,14,0.9361085471965472
29,1,14,0.34147715203054096
0,0,15,1.0538521122297926
0,1,15,0.6428663031699793
1,0,15,0.9907295475670118
1,1,15,-0.2327174278293087
2,0,15,-0.8590767143438651
2,1,15,1.7350847324919512
3,0,15,1.302636032699818
3,1,15,1.1184681052207075
4,0,15,1.0041048390534177
4,1,15,0.24636192926899375
5,0,15,0.898742777551527
5,1,15,-0.2794160726400996
6,0,15,0.060864859373746305
6,1,15,0.1144353344579839
7,0,15,0.1709484141944153
7,1,15,0.6127167705881085
8,0,15,-0.21595173669326695
8,1,15,-0.6956650003276971
9,0,15,1.3865917810060688
9,1,15,0.33566924726250547
10,0,15,-0.3164939880657208
10,1,15,-0.1970075875437815
11,0,15,2.2053239632447914
11,1,15,0.10139968806423738
